SBD,Sở GD,Toán,Văn,Sử,Địa,Lí,Hóa,Sinh,Ngoại ngữ,GDCD,Năm thi
02005247,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,5.25,,,5.75,6,3.75,5.4,,2022
02005248,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.5,,,8,7.5,6,8,,2022
02005249,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.25,,,7.25,7.5,8.25,6.4,,2022
02005250,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.75,,,7.5,7.25,6.25,8.8,,2022
02005251,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.75,,,7.5,5.75,3.75,9,,2022
02005252,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,5.75,6,5.25,,,,3.8,7.5,2022
02005253,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.25,,,6.75,5.25,4.25,7.8,,2022
02005254,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.6,5.75,4.25,6,,,,2.6,8.25,2022
02005255,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6,,,5.5,3.25,5.5,8.4,,2022
02005256,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,5.25,,,6.75,9,9,,,2022
02005257,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,5,5.75,6.75,,,,6,7.5,2022
02005258,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.2,6,4.5,5,,,,6.2,7.75,2022
02005259,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,6.75,6.5,5,9.6,,2022
02005260,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.75,,,6.75,8.25,4.75,6.2,,2022
02005261,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,,,5.25,7.75,8,7.8,,2022
02005262,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.75,8.75,7.25,,,,8.6,8.75,2022
02005263,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.25,9.75,8,,,,9,10,2022
02005264,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,,,7,8.5,8.25,,,2022
02005265,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,8,6.75,,,,8.6,8.25,2022
02005266,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.75,,,5.25,4.5,4.5,7.8,,2022
02005267,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.25,6.75,7.25,,,,,8.75,2022
02005268,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8,,,6.5,5,4.75,8.6,,2022
02005269,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.25,7.5,7.75,,,,9,9,2022
02005270,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,8,,,6.25,7,4.25,5,,2022
02005271,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.75,,,5.5,5,2.5,5.2,,2022
02005272,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6,,,5,7,2.75,4,,2022
02005273,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,6.25,,,7.5,9,9.25,7.8,,2022
02005274,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.5,,,6.25,7.25,5.75,9,,2022
02005275,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,3.75,,,6,4.75,4.75,9.4,,2022
02005276,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,3.75,,,6.75,6.75,5.25,9.8,,2022
02005277,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,8.75,8.5,6.75,9,,2022
02005278,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5,,,7.5,6,4.5,8.6,,2022
02005279,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,7,,,9,8.5,7.25,8.4,,2022
02005280,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,,,8.5,8,8.75,9,,2022
02005281,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.25,,,5.25,8.5,8.5,9.4,,2022
02005282,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,,,7.75,5.75,4.25,5.8,,2022
02005283,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7,7.75,7,,,,9.2,7.25,2022
02005284,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.25,8,7,,,,8.8,8.75,2022
02005285,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,8,6.5,,,,6.8,8.5,2022
02005286,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,7.75,7.75,6.75,9,,2022
02005287,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,5.25,7.75,7.25,6.8,,2022
02005288,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8,9.25,8.75,,,,9,9.5,2022
02005289,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,3.5,,,4,8.25,9,7.8,,2022
02005290,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.5,,,9,7.5,6.25,8.8,,2022
02005291,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,7,,,5.25,9.5,9.5,,,2022
02005292,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,4.75,,,7.75,6.25,5.25,9,,2022
02005293,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.75,,,7.75,8.25,8,9.8,,2022
02005294,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.25,,,7.5,6.75,6.25,9.4,,2022
02005295,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.25,,,4.5,2.5,3,6.6,,2022
02005296,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,7.25,5.25,,,,8.6,7.25,2022
02005297,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,6.25,4.75,6.75,,,,4.6,7.25,2022
02005298,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.75,,,6.5,7,6.25,8.8,,2022
02005299,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.75,,,8.5,8.5,6.75,9.6,,2022
02005300,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,4.5,,,7.5,5.75,3,9.2,,2022
02005301,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.75,7.25,6.25,,,,4.8,7.25,2022
02005302,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,,,4.25,7.25,4.5,9.4,,2022
02005303,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,8.25,7.25,,,,8.8,9,2022
02005304,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6,,,6,6.75,3.75,3.4,,2022
02005305,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,6.25,9,9.25,,,2022
02005306,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.25,,,5.25,8.75,8.5,5.8,,2022
02005307,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6,4.25,4,,,,4.8,7.75,2022
02005308,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6,,,7,5.75,5.25,6,,2022
02005309,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,6.75,,,4,9.5,9,8.8,,2022
02005310,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6,6.75,4.25,,,,3.8,6.75,2022
02005311,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,5.75,,,8.25,6.5,5,9.6,,2022
02005312,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,7.5,9.25,8.75,,,2022
02005313,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.5,,,9.25,7.25,3.25,8.8,,2022
02005314,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.5,,,6,7.75,9.75,,,2022
02005315,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.75,,,6.5,7,5.5,3.2,,2022
02005316,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5,,,6,5.75,6.25,7.6,,2022
02005317,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,4.75,,,5.5,4.75,3.5,7,,2022
02005318,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,9.5,8.5,,,,8,9.75,2022
02005319,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,5.5,,,8,8.75,6.5,8.2,,2022
02005320,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6,,,8.5,6.25,8.25,8.6,,2022
02005321,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.25,,,6,8.5,8.25,8.2,,2022
02005322,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.5,,,7,9.5,8.75,,,2022
02005323,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.5,,,5.5,5.75,4.75,7,,2022
02005324,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,6.25,,,8,6.5,5,8.8,,2022
02005325,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,6.75,,,6.5,9.5,8.5,,,2022
02005326,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.5,,,9.75,8.5,7,9.4,,2022
02005327,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,,,6.5,5.25,6.25,8.8,,2022
02005328,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,4.5,,,3.75,5.75,2,3.6,,2022
02005329,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.2,6,,,2.5,4.75,4,5,,2022
02005330,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6,,,5.25,5.25,5,9,,2022
02005331,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.5,7.25,7,,,,9.4,8.5,2022
02005332,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,4,,,6.5,6.5,6.75,9.6,,2022
02005333,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,,,5.25,6.5,3.25,7.6,,2022
02005334,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,,,5.25,7.5,5.25,,,2022
02005335,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,,,6,6,4.75,8.4,,2022
02005336,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.5,,,7.75,4,5.25,8.4,,2022
02005337,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8,8,7.75,,,,10,9.5,2022
02005338,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,7,,,8,6.25,5.75,9,,2022
02005339,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.75,,,7.5,6.75,4,6.8,,2022
02005340,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.5,,,5.25,4,2,6.2,,2022
02005341,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.25,,,5.5,7.25,4.25,3.6,,2022
02005342,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.75,,,8.5,8,8.25,9.2,,2022
02005343,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.5,,,7.75,7,6.5,8.8,,2022
02005344,Sở GD&ĐT Thành Phố Hồ Chí Minh,10,6,,,8,9.75,9,,,2022
02005345,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,6,,,8.5,8.25,7,8.8,,2022
02005346,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,8,9.25,,,,,9,2022
02005347,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,,,7.25,6.75,5.25,8.8,,2022
02005348,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.5,,,5.25,3.5,5.25,9.4,,2022
02005349,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,6,6.25,5.5,,,,7.6,8.5,2022
02005350,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,,,6,6.75,4.75,8.8,,2022
02005351,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.5,,,7.5,8.25,6.25,9.2,,2022
02005352,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,8,6.5,6.5,8.6,,2022
02005353,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8.5,,,6.25,7.75,6.5,8.6,,2022
02005354,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.75,,,7.5,5.75,7,8.8,,2022
02005355,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,7.25,7.25,,,,8.8,8.25,2022
02005356,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,6.5,5.25,4.75,5.2,,2022
02005357,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,,,7.5,6.75,5.25,9.4,,2022
02005358,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,6,,,4.75,9.75,8.25,6.2,,2022
02005359,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,4.75,6.5,7.25,,,,9,9.25,2022
02005360,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.75,,,8,7,7,9,,2022
02005361,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,6.5,7,7.5,8.4,,2022
02005362,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,6.5,6.75,4.5,8.8,,2022
02005363,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.6,8,,,8.75,9,8.75,9.4,,2022
02005364,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,8.5,3.75,4.25,9.6,,2022
02005365,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,,,6.25,7.25,4.25,7,,2022
02005366,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,4.75,,,3.5,5,3.5,7,,2022
02005367,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,,,6,6.5,4.25,5.2,,2022
02005368,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.6,6.75,6,5,,,,4.6,8.25,2022
02005369,Sở GD&ĐT Thành Phố Hồ Chí Minh,5,5.75,,,5,3.5,3.75,8.4,,2022
02005370,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,8.25,8,,,,9.6,9,2022
02005371,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7,,,8.75,8.75,7.25,9.6,,2022
02005372,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,7.5,7.5,,,,9.2,8.75,2022
02005373,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7,7,8,,,,9,7,2022
02005374,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.25,,,6.75,4.75,5.25,9.4,,2022
02005375,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,6.25,,,5.5,7.75,6,9.6,,2022
02005376,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.25,,,6.75,7.25,6.5,,,2022
02005377,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,,,6.25,7.75,4.5,,,2022
02005378,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,5.25,5.75,7.25,,,,4,7.75,2022
02005379,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,5.5,,,6.5,5.5,4.5,4.2,,2022
02005380,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6,3.5,5.75,,,,3.6,8.25,2022
02005381,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,5.75,6,5.5,7.8,,2022
02005382,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.25,6,7.75,,,,9.2,8.25,2022
02005383,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,5,,,3,5.5,1.75,4.4,,2022
02005384,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6,,,5.75,8.75,7.75,8.6,,2022
02005385,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.5,,,7.75,7.75,5.25,8.8,,2022
02005386,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,6,,,5.5,9.5,8.75,8.4,,2022
02005387,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,8,,,7.25,9,6.25,8.8,,2022
02005388,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.6,6.17,,,9.5,8.5,7.25,,,2022
02005389,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,,,7,6.25,7,9.6,,2022
02005390,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.5,,,8.25,8.5,7.25,9.6,,2022
02005391,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,8,5.75,6,8.4,,2022
02005392,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6,,,8.25,7.25,6,7,,2022
02005393,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.75,,,7,8.25,5.25,9.6,,2022
02005394,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6,,,5.25,5.75,5,8.4,,2022
02005395,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,5.5,3.25,5,,,,3.4,6.5,2022
02005396,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.25,6.25,7.5,,,,7.8,9.25,2022
02005397,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,6.75,,,6.25,6.75,6,9,,2022
02005398,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,7.5,6.75,,,,5.2,8.5,2022
02005399,Sở GD&ĐT Thành Phố Hồ Chí Minh,4,6,6,6,,,,5.4,8.5,2022
02005400,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,8.5,8.75,6.75,9.6,,2022
02005401,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.2,6.25,5.5,6.25,,,,3.2,6.25,2022
02005402,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.75,8.25,7.25,,,,9.6,9.5,2022
02005403,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.25,,,7,5.25,4.75,8.6,,2022
02005405,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,7,6.5,3.5,7,,2022
02005406,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.5,,,8.75,8,6.25,9.4,,2022
02005407,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6,4.25,5.75,,,,3.6,8.25,2022
02005408,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.25,,,7.5,6.75,5,9.8,,2022
02005409,Sở GD&ĐT Thành Phố Hồ Chí Minh,2.8,5.5,4.75,5,,,,3.6,7.25,2022
02005410,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,6.25,7,3.75,6.2,,2022
02005411,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,7.25,,,6.25,6.25,4.5,5.6,,2022
02005412,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,7,5.25,6.75,,,,3.2,8.75,2022
02005413,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.8,6.25,,,4.75,9.5,9.5,,,2022
02005414,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.25,,,4.75,5,4.25,5,,2022
02005415,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,4.5,6.5,5.5,,,,7.4,8,2022
02005416,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.08,,,7.25,7.5,5.25,7,,2022
02005417,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.25,,,5,9,8,,,2022
02005418,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,5,,,7.25,4.5,6.25,9.6,,2022
02005419,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,6,4.5,3.75,9.2,,2022
02005420,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.25,,,6.25,6,5.5,5.8,,2022
02005421,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,6,,,3.5,6,3.5,4,,2022
02005422,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,4.25,,,4,6.25,3.75,5.2,,2022
02005423,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.5,,,2.5,7,6.75,3.2,,2022
02005424,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6,,,5.5,7.5,3.5,6,,2022
02005425,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,4.75,,,8,5.25,6,9.4,,2022
02005426,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,4.5,,,5.25,4.5,3.25,6,,2022
02005427,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,8.25,8,6.75,8.8,,2022
02005428,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.25,,,7.75,5.5,3.75,9.2,,2022
02005429,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6,,,6,5.5,2.5,6,,2022
02005430,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,,,8.25,6.75,7.5,7.2,,2022
02005431,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,7,,,6.5,9.5,8.5,8.8,,2022
02005432,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,5.5,,,6.75,9.5,9.5,9.2,,2022
02005433,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.25,,,7,6.5,3,4.4,,2022
02005434,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.75,,,5.75,7.5,4.75,,,2022
02005435,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.75,,,7.5,4,3.75,8,,2022
02005436,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.75,6.75,5.5,,,,5,8.25,2022
02005437,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,3.75,,,7.25,8.75,4.25,8.4,,2022
02005438,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8,7.5,6.75,,,,8.8,9,2022
02005439,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,6.5,8.25,7.25,8.2,,2022
02005440,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,,,5.25,8.25,3.75,7.6,,2022
02005441,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,8.75,5.75,7.75,9.6,,2022
02005442,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.25,,,7.5,5.75,4.75,6.8,,2022
02005443,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.25,9.25,8.75,,,,9.2,9.5,2022
02005444,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,6.25,7,,,,9,8.25,2022
02005445,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.75,7,5,,,,5.4,7.75,2022
02005446,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.6,6.25,,,8.75,8.5,7,9.4,,2022
02005447,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.5,,,7.25,8.5,6.5,9,,2022
02005448,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.75,7.5,8,,,,8.6,8,2022
02005449,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,7.25,,,9,7.75,7.5,9,,2022
02005450,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.25,9.25,7.75,,,,8.6,8.75,2022
02005451,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,7.25,6.25,,,,9.4,9.25,2022
02005452,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,4.75,,,6.25,6.75,5.75,7.4,,2022
02005453,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.6,5.5,4.75,5.5,,,,6.6,7.5,2022
02005454,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,5.75,7.25,7.5,,,,9.8,8.75,2022
02005455,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.5,,,8,8.25,7,8.8,,2022
02005457,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5,,,6.25,8.25,7.25,8.8,,2022
02005458,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7,,,6.5,5.75,6.75,8.8,,2022
02005459,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,5.75,8,,,,6.2,8.25,2022
02005460,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.5,,,5.5,6,5,4.2,,2022
02005461,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.08,,,7.25,9,6.25,8.4,,2022
02005462,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.25,,,7.75,5.5,5,8.8,,2022
02005463,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.5,,,4.5,5.25,4,7.2,,2022
02005464,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,5.5,5,5.5,,,,9.4,7,2022
02005465,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.75,5.75,7.5,,,,7.8,9.25,2022
02005466,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6,5.5,6.5,,,,9.4,8.75,2022
02005467,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5,3.75,6,,,,6.8,7.5,2022
02005468,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,4.5,,,5.5,9.25,9.5,,,2022
02005469,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,4.25,,,5.5,5.5,2.75,7.4,,2022
02005470,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6,,,7.75,8.75,8.5,8,,2022
02005471,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.25,8,6.5,,,,8.4,9.25,2022
02005472,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,7,6.5,4.75,7.8,,2022
02005473,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,,,6.5,7,4.75,8.4,,2022
02005474,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.5,,,5.25,4.75,6,7.8,,2022
02005475,Sở GD&ĐT Thành Phố Hồ Chí Minh,5,6.5,,,3.5,6.5,4,4.8,,2022
02005476,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,8.5,8,7,8.8,,2022
02005477,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8,9.5,7.5,,,,9.8,9.25,2022
02005478,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.75,,,6.75,8.5,7.5,8.4,,2022
02005479,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,4.75,,,4,5.75,3.75,5.4,,2022
02005480,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5,,,8.25,5.25,5.5,9.6,,2022
02005481,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.5,,,5.75,5.75,3.5,3.2,,2022
02005482,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,5,,,4.5,4.5,4.75,5.2,,2022
02005483,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.5,,,5.75,6.25,4.5,8.4,,2022
02005484,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6,,,7.25,5,4.5,6.2,,2022
02005485,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,6,7.25,5.5,4.8,,2022
02005486,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,4.75,,,6.5,6.5,3.5,7.6,,2022
02005487,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,6,,,6,5.75,6,,,2022
02005488,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5.5,,,4.75,4,3.5,6.4,,2022
